GEO_NAME,C14_RATE_LOW_CI_MEN+_change,C15_RATE_LOW_CI_WOMEN+_change,C14_RATE_LOW_CI_MEN+_19,C14_RATE_LOW_CI_MEN+_20,C15_RATE_LOW_CI_WOMEN+_19,C15_RATE_LOW_CI_WOMEN+_20
"Nanaimo A, Regional district electoral area (RDA)",3.2871142818786803,2.542567000076353,52143.0,53857.0,39291.0,40290.0
"Nanaimo C, Regional district electoral area (RDA)",-0.5493354812726541,4.437808896210873,62075.0,61734.0,38848.0,40572.0
"Nanaimo River, Indian reserve (IRI)",38.7353804575742,6.08717257045503,21461.0,29774.0,28174.0,29889.0
"Nanaimo Town 1, Indian reserve (IRI)",23.15399966738733,17.08294326905074,24052.0,29621.0,26705.0,31267.0
"Nanoose, Indian reserve (IRI)",,,,,,
Nelson,2.042422497360591,7.79446013577127,52095.0,53159.0,40362.0,43508.0
"Central Kootenay E, Regional district electoral area (RDA)",2.335066545818824,7.619764098981703,41926.0,42905.0,37219.0,40055.0
"Central Kootenay F, Regional district electoral area (RDA)",-3.2265200891717574,6.111601132723643,58763.0,56867.0,43082.0,45715.0
"Nelson, City (CY)",6.132132617211162,10.35919465866156,49526.0,52563.0,38642.0,42645.0
New Glasgow,2.3425396104030245,9.191412403010327,48409.0,49543.0,34282.0,37433.0
"Fisher's Grant 24, Indian reserve (IRI)",8.861874559548978,30.572377417464345,34056.0,37074.0,25595.0,33420.0
"Merigomish Harbour 31, Indian reserve (IRI)",,,,,,
"New Glasgow, Town (T)",4.291119707442873,8.132724266457418,47307.0,49337.0,35683.0,38585.0
"Pictou, Subd. B, Subdivision of county municipality (SC)",0.029970885425586572,7.554011640308376,46712.0,46726.0,32817.0,35296.0
"Pictou, Subd. C, Subdivision of county municipality (SC)",-1.5370366721185489,8.526878526878527,50747.0,49967.0,33670.0,36541.0
"Stellarton, Town (T)",9.526689514593553,8.683170761822447,44643.0,48896.0,32396.0,35209.0
"Trenton, Town (T)",-3.360979843765069,9.776698697124097,41476.0,40082.0,29243.0,32102.0
"Westville, Town (T)",5.020366344303671,14.417787792431572,40017.0,42026.0,30178.0,34529.0
Norfolk,2.140206488591689,4.488251795043364,54434.0,55599.0,38857.0,40601.0
"Norfolk County, City (CY)",2.140206488591689,4.488251795043364,54434.0,55599.0,38857.0,40601.0
North Battleford,2.8441277813467267,7.3526629457951,51369.0,52830.0,42284.0,45393.0
"Battle River No. 438, Rural municipality (RM)",-4.427659051830017,5.813563383656842,48852.0,46689.0,41730.0,44156.0
"Battleford, Town (T)",0.8189127485689707,8.627942361048957,60446.0,60941.0,44692.0,48548.0
"North Battleford, Crown colony (CN)",,,,,,
"North Battleford, City (CY)",5.323741007194244,7.783426286955235,47260.0,49776.0,40522.0,43676.0
"Poundmaker 114-18B, Indian reserve (IRI)",,,,,,
"Sweet Grass 113-M16, Indian reserve (IRI)",,,,,,
North Bay,3.052952550944519,5.936195660133271,53784.0,55426.0,40969.0,43401.0
"Bonfield, Township (TP)",-0.0996532895966118,5.7401009832580385,48167.0,48119.0,33867.0,35811.0
"Callander, Municipality (MU)",2.168004141858659,5.066428491682482,61808.0,63148.0,44785.0,47054.0
"Chisholm, Township (TP)",10.638518864739945,-8.097371849874472,38511.0,42608.0,31467.0,28919.0
"East Ferris, Municipality (MU)",2.1308362680342103,5.946859793013639,61619.0,62932.0,43771.0,46374.0
"Nipissing, Township (TP)",-4.474799811587377,6.7460912882993735,53075.0,50700.0,33323.0,35571.0
"Nipissing, Unorganized, North Part, Unorganized (NO)",1.4455261306646696,6.1944100630379095,44067.0,44704.0,34741.0,36893.0
"North Bay, City (CY)",3.934426229508197,6.2544807297718235,52155.0,54207.0,40451.0,42981.0
"Powassan, Municipality (MU)",4.605070799047659,7.077799396554155,47882.0,50087.0,35463.0,37973.0
Okotoks,-1.646894112445656,3.051953779659522,81426.0,80085.0,45348.0,46732.0
"Okotoks, Town (T)",-1.646894112445656,3.051953779659522,81426.0,80085.0,45348.0,46732.0
Orillia,3.5347342607077925,5.230705991162265,47302.0,48974.0,38924.0,40960.0
"Orillia, City (CY)",3.5347342607077925,5.230705991162265,47302.0,48974.0,38924.0,40960.0
Oshawa,4.197847507426586,6.260620695823271,61603.0,64189.0,44724.0,47524.0
"Clarington, Municipality (MU)",3.67554251129123,5.921265970555808,65759.0,68176.0,46257.0,48996.0
"Oshawa, City (CY)",5.979087823338926,7.235784609202331,51262.0,54327.0,39816.0,42697.0
"Whitby, Town (T)",3.3014794365399593,5.481562569685175,70635.0,72967.0,49329.0,52033.0
Ottawa - Gatineau,4.45684569065142,6.09456135556163,65764.0,68695.0,51226.0,54348.0
"Arnprior, Town (T)",4.494467615075511,5.067610261594844,52509.0,54869.0,39565.0,41570.0
"Beckwith, Township (TP)",3.3784257377164084,4.165991902834008,71335.0,73745.0,49400.0,51458.0
"Bowman, Municipalité (MÉ)",3.9509498554872744,17.437029828960664,35637.0,37045.0,26719.0,31378.0
"Cantley, Municipalité (MÉ)",3.5173943857270515,4.540914726546356,64906.0,67189.0,58072.0,60709.0
"Carleton Place, Town (T)",3.83853878672208,5.8786417611139905,56063.0,58215.0,44381.0,46990.0
"Chelsea, Municipalité (MÉ)",2.341104294478528,-0.031449238070732195,81500.0,83408.0,69954.0,69932.0
"Clarence-Rockland, City (C)",2.4077206248134515,5.051516886090441,60306.0,61758.0,48916.0,51387.0
"Denholm, Municipalité (MÉ)",0.6139412961749388,19.331372237239624,28993.0,29171.0,25156.0,30019.0
"Gatineau, Ville (V)",4.4783384715236085,6.457498794068917,55467.0,57951.0,47681.0,50760.0
"L'Ange-Gardien, Municipalité (MÉ)",2.3751875596780794,5.735569573922966,58648.0,60041.0,46447.0,49111.0
"L'Ange-Gardien, Municipalité (MÉ)",-1.1799208839176103,-2.910844618597541,58648.0,57956.0,46447.0,45095.0
"L'Ange-Gardien, Municipalité (MÉ)",4.668514547704967,16.536946514166388,57363.0,60041.0,42142.0,49111.0
"L'Ange-Gardien, Municipalité (MÉ)",1.0337674110489339,7.007261164633857,57363.0,57956.0,42142.0,45095.0
"La Pêche, Municipalité (MÉ)",1.7651803635408656,4.980257292064705,53309.0,54250.0,47106.0,49452.0
"Lochaber, Canton (municipalité de) (CT)",-2.022225093681354,-0.18218556427837954,30956.0,30330.0,30189.0,30134.0
"Lochaber-Partie-Ouest, Canton (municipalité de) (CT)",-8.095972782656856,5.325352977286679,50556.0,46463.0,39096.0,41178.0
"Mayo, Municipalité (MÉ)",6.552244263643843,-4.736819924986304,43756.0,46623.0,47458.0,45210.0
"McNab/Braeside, Township (TP)",1.81710289966641,5.06230718779605,62352.0,63485.0,41167.0,43251.0
"Mississippi Mills, Town (T)",4.285488958990536,4.158081627285082,63400.0,66117.0,45622.0,47519.0
"Mulgrave-et-Derry, Municipalité (MÉ)",0.40540540540540543,-0.4643777338366589,43660.0,43837.0,33378.0,33223.0
"North Grenville, Municipality (MU)",2.3750289731901417,4.7905714770222145,64715.0,66252.0,47176.0,49436.0
"Notre-Dame-de-la-Salette, Municipalité (MÉ)",-4.025974025974026,15.575876914861663,44660.0,42862.0,29963.0,34630.0
"Ottawa, City (CV)",4.940852021191668,6.1713566689544725,68895.0,72299.0,52452.0,55689.0
"Pontiac, Municipalité (MÉ)",-0.3250151490111827,3.21445002300322,54459.0,54282.0,49993.0,51600.0
"Russell, Township (TP)",4.370562413457855,4.403163437809689,67886.0,70853.0,51463.0,53729.0
"Thurso, Ville (V)",0.6105985648705263,10.36497748826516,44874.0,45148.0,31317.0,34563.0
"Val-des-Bois, Municipalité (MÉ)",4.221157581250809,17.271013126405105,38615.0,40245.0,27578.0,32341.0
"Val-des-Monts, Municipalité (MÉ)",3.8289635755762803,5.627991417725697,56830.0,59006.0,48472.0,51200.0
Owen Sound,3.141672744021802,8.116615067079463,52106.0,53743.0,38760.0,41906.0
"Georgian Bluffs, Township (TP)",1.5584879903793025,6.886342848890386,61534.0,62493.0,41546.0,44407.0
"Owen Sound, City (CY)",4.33461930734779,8.924783814651656,45102.0,47057.0,36774.0,40056.0
Parksville,0.7973775139541065,4.951918051635832,56435.0,56885.0,38268.0,40163.0
"Nanaimo G, Regional district electoral area (RDA)",0.2163498686447226,6.068421451869832,58239.0,58365.0,39549.0,41949.0
"Parksville, City (CY)",1.3757334241143842,7.009808078238502,49937.0,50624.0,35379.0,37859.0
"Qualicum Beach, Town (T)",-1.966978700763181,2.1150117358914176,60143.0,58960.0,39196.0,40025.0
Pembroke,2.495057866149742,5.175364651186553,52103.0,53403.0,39147.0,41173.0
"Laurentian Valley, Township (TP)",0.5619341635159042,4.3419202630889115,57658.0,57982.0,41963.0,43785.0
"Pembroke, City (CY)",4.196589344349116,5.824389976120551,47205.0,49186.0,36433.0,38555.0
Penticton,2.9895227870126986,7.1255415721064574,54022.0,55637.0,38776.0,41539.0
"Okanagan-Similkameen D, Regional district electoral area (RDA)",-1.8649117513953837,3.2956156541743575,53032.0,52043.0,37383.0,38615.0
"Okanagan-Similkameen F, Regional district electoral area (RDA)",-8.67253016976887,1.8136870961425493,58668.0,53580.0,40856.0,41597.0
"Okanagan-Similkameen I, Regional district electoral area (RDA)",0.8930311674965006,-0.5455297585190547,56437.0,56941.0,38678.0,38467.0
"Penticton, City (CY)",5.2556845811207715,8.665843599779349,51411.0,54113.0,38069.0,41368.0
"Penticton 1, Indian reserve (IRI)",0.47341820740835516,6.492200741145041,46893.0,47115.0,34811.0,37071.0
Petawawa,1.232559874654928,7.311422156403764,67015.0,67841.0,41866.0,44927.0
"Petawawa, Town (T)",1.232559874654928,7.311422156403764,67015.0,67841.0,41866.0,44927.0
Peterborough,2.924780870649503,6.310809171418173,54534.0,56129.0,41215.0,43816.0
"Cavan Monaghan, Township (TP)",2.955783282569881,6.4852188423117685,66649.0,68619.0,44347.0,47223.0
"Curve Lake First Nation 35, Indian reserve (IRI)",6.894317371865482,12.74212053722076,30866.0,32994.0,29634.0,33410.0
"Douro-Dummer, Township (TP)",4.414536556330809,5.207123499806427,60482.0,63152.0,41328.0,43480.0
"Hiawatha First Nation, Indian reserve (IRI)",4.8764682057513165,9.756338491932828,37035.0,38841.0,30370.0,33333.0
"Otonabee-South Monaghan, Township (TP)",2.5033079426384863,1.3008547806997057,55926.0,57326.0,42818.0,43375.0
"Peterborough, City (CY)",4.1330748035513825,7.1118666429858175,48995.0,51020.0,39413.0,42216.0
"Selwyn, Township (TP)",0.5547961727104607,4.760525729561149,62185.0,62530.0,44890.0,47027.0
Port Alberni,2.4941543257989087,8.971305762081784,48754.0,49970.0,34432.0,37521.0
"Ahahswinis 1, Indian reserve (IRI)",,,,,,
"Alberni 2, Indian reserve (IRI)",,,,,,
"Alberni-Clayoquot D, Regional district electoral area (RDA)",-3.873624605881217,4.106010651787979,62164.0,59756.0,39430.0,41049.0
"Alberni-Clayoquot E, Regional district electoral area (RDA)",0.5101283668472212,7.93014345540408,53908.0,54183.0,33669.0,36339.0
"Alberni-Clayoquot F, Regional district electoral area (RDA)",4.08018818827154,10.363186272847502,48037.0,49997.0,29489.0,32545.0
"Klehkoot 2, Indian reserve (IRI)",,,,,,
"Port Alberni, City (CY)",4.239082487869431,8.97675661234304,45340.0,47262.0,33687.0,36711.0
"Tsahaheh 1, Indian reserve (IRI)",-0.1061025014468523,12.096229220164888,31102.0,31069.0,29596.0,33176.0
Port Hope,1.7037049631884107,4.124261040918048,58813.0,59815.0,43135.0,44914.0
"Port Hope, Municipality (MU)",1.7037049631884107,4.124261040918048,58813.0,59815.0,43135.0,44914.0
Portage la Prairie,7.524883591780938,6.747459779847587,46818.0,50341.0,37792.0,40342.0
"Portage la Prairie, City (CY)",7.524883591780938,6.747459779847587,46818.0,50341.0,37792.0,40342.0
Powell River,0.21168928045805527,9.237133682413862,49601.0,49706.0,34567.0,37760.0
"Powell River, City (CY)",0.88467235098675,8.953363670618243,49962.0,50404.0,34501.0,37590.0
"Sechelt (Part), Indian government district (IGD)",,,,,,
"qathet B, Regional district electoral area (RDA)",-7.993259737734667,7.4131185927639285,46289.0,42589.0,35019.0,37615.0
"qathet C, Regional district electoral area (RDA)",-0.6518290869435908,13.675508095074063,40348.0,40085.0,29030.0,33000.0
Prince Albert,4.431606775678057,7.444587779992963,51065.0,53328.0,42635.0,45809.0
"Albertville, Village (VL)",,,,,,
"Buckland No. 491, Rural municipality (RM)",2.2328177695080824,2.2445058806991236,60193.0,61537.0,42682.0,43640.0
"Garden River No. 490, Rural municipality (RM)",3.1284606866002216,-3.4316261424383514,46956.0,48425.0,40593.0,39200.0
"Meath Park, Village (VL)",,,,,,
"Prince Albert, City (CY)",5.138598861728698,8.092981160835496,48846.0,51356.0,41987.0,45385.0
"Prince Albert No. 461, Rural municipality (RM)",0.6694876532173153,4.52808988764045,50337.0,50674.0,44500.0,46515.0
"Wahpaton 94A, Indian reserve (IRI)",29.24678575492092,44.31855578017018,17578.0,22719.0,21271.0,30698.0
Prince George,1.567277106945431,8.554442901347366,64762.0,65777.0,41043.0,44554.0
"Fort George 2, Indian reserve (IRI)",,,,,,
"Fraser-Fort George A, Regional district electoral area (RDA)",2.254095311779322,4.716252894743396,67211.0,68726.0,40159.0,42053.0
"Fraser-Fort George C, Regional district electoral area (RDA)",3.166251391613211,6.782561700594488,75452.0,77841.0,44408.0,47420.0
"Fraser-Fort George D, Regional district electoral area (RDA)",0.5795117499429615,8.488006078367524,65745.0,66126.0,36852.0,39980.0
"Fraser-Fort George F, Regional district electoral area (RDA)",-6.088550426122943,4.492257091955598,52919.0,49697.0,36485.0,38124.0
"Prince George, City (CY)",1.5539709084024864,9.080654258319234,63386.0,64371.0,40779.0,44482.0
Prince Rupert,3.8350464242461886,7.401074155246742,64406.0,66876.0,41521.0,44594.0
"Lax Kw'alaams 1, Indian reserve (IRI)",22.04875841393744,12.259751271905031,17679.0,21577.0,28304.0,31774.0
"North Coast A, Regional district electoral area (RDA)",,,,,,
"Port Edward, District municipality (DM)",6.111785913972275,12.474565659727658,51867.0,55037.0,31945.0,35930.0
"Prince Rupert, City (CY)",3.5104804998276973,7.324023938444,66743.0,69086.0,42108.0,45192.0
"S1/2 Tsimpsean 2, Indian reserve (IRI)",,,,,,
Quesnel,-1.6549412565682664,6.674421986331248,57283.0,56335.0,34385.0,36680.0
"Alexandria, Indian reserve (IRI)",,,,,,
"Baezaeko River 27, Indian reserve (IRI)",,,,,,
"Cariboo A, Regional district electoral area (RDA)",-2.6706180913937287,7.4408677601379996,58713.0,57145.0,34203.0,36748.0
"Cariboo B, Regional district electoral area (RDA)",0.07732561276052438,4.816000966825791,55609.0,55652.0,33098.0,34692.0
"Cariboo C, Regional district electoral area (RDA)",7.203447186752696,9.186776728938742,44326.0,47519.0,25319.0,27645.0
"Cariboo I, Regional district electoral area (RDA)",-4.170254908715123,3.5852639574629697,46448.0,44511.0,26330.0,27274.0
"Coglistiko River 29, Indian reserve (IRI)",,,,,,
"Dragon Lake 3, Indian reserve (IRI)",,,,,,
"Euchinico Creek 17, Indian reserve (IRI)",,,,,,
"Kluskus 1, Indian reserve (IRI)",,,,,,
"Nazco 20, Indian reserve (IRI)",,,,,,
"Quesnel, City (CY)",-0.6052173913043478,8.172550826470081,57500.0,57152.0,34726.0,37564.0
"Quesnel 1, Indian reserve (IRI)",,,,,,
"Sundayman's Meadow 3, Indian reserve (IRI)",,,,,,
"Trout Lake Alec 16, Indian reserve (IRI)",,,,,,
"Wells, District municipality (DM)",,,,,,
Québec,3.597905542018767,6.016900411449807,57867.0,59949.0,45206.0,47926.0
"Beaumont, Municipalité (MÉ)",3.914692742139425,7.824409522913333,59315.0,61637.0,42508.0,45834.0
"Boischatel, Municipalité (MÉ)",3.41280644391743,4.541192476696512,71261.0,73693.0,54391.0,56861.0
"Château-Richer, Ville (V)",4.781326100298957,4.644704323677036,50509.0,52924.0,39249.0,41072.0
"Fossambault-sur-le-Lac, Ville (V)",15.198956294846704,5.558524853019776,65919.0,75938.0,44904.0,47400.0
"L'Ancienne-Lorette, Ville (V)",2.5013268503141637,5.466028364012317,58409.0,59870.0,44493.0,46925.0
"Lac-Beauport, Municipalité (MÉ)",0.846426887085164,3.958989456387786,80574.0,81256.0,58424.0,60737.0
"Lac-Delage, Ville (V)",5.095711777982111,-1.465278441111854,59815.0,62863.0,52345.0,51578.0
"Lac-Saint-Joseph, Ville (V)",-21.362629906074783,4.025629695095007,112004.0,88077.0,45260.0,47082.0
"Lévis, Ville (V)",2.5667043715483397,6.5267705600987505,60116.0,61659.0,45367.0,48328.0
"Neuville, Ville (V)",-0.7477649224296607,2.8489836301493074,60848.0,60393.0,44472.0,45739.0
"Notre-Dame-des-Anges, Paroisse (municipalité de) (PE)",,,,,,
"Québec, Ville (V)",4.438997821350762,6.313285762827048,55080.0,57525.0,44145.0,46932.0
"Saint-Antoine-de-Tilly, Municipalité (MÉ)",4.772394898091412,0.2848934064076873,54019.0,56597.0,41419.0,41537.0
"Saint-Apollinaire, Municipalité (MÉ)",4.494553793235237,10.913648326858002,52330.0,54682.0,39895.0,44249.0
"Saint-Augustin-de-Desmaures, Ville (V)",-0.6250163445696801,3.65019581389248,76478.0,76000.0,53367.0,55315.0
"Saint-François-de-l'Île-d'Orléans, Municipalité (MÉ)",2.664225223163195,11.262557697529187,43690.0,44854.0,36830.0,40978.0
"Saint-Gabriel-de-Valcartier, Municipalité (MÉ)",3.1904546875542743,11.837647377693454,57578.0,59415.0,44274.0,49515.0
"Saint-Henri, Municipalité (MÉ)",6.376117558460617,8.045101699911566,51787.0,55089.0,40708.0,43983.0
"Saint-Jean-de-l'Île-d'Orléans, Municipalité (MÉ)",7.0924979946806275,3.1969871900599265,47374.0,50734.0,36378.0,37541.0
"Saint-Lambert-de-Lauzon, Municipalité (MÉ)",1.6741490636570142,7.588295614432547,55909.0,56845.0,41933.0,45115.0
"Saint-Laurent-de-l'Île-d'Orléans, Municipalité (MÉ)",-1.1118103629116844,5.94874518656221,61971.0,61282.0,45186.0,47874.0
"Saint-Pierre-de-l'Île-d'Orléans, Municipalité (MÉ)",0.0722543352601156,5.930221458571975,55360.0,55400.0,41904.0,44389.0
"Sainte-Brigitte-de-Laval, Ville (V)",3.654427942794279,3.7452713858758124,58176.0,60302.0,47847.0,49639.0
"Sainte-Catherine-de-la-Jacques-Cartier, Ville (V)",3.354739275622913,7.400297108901841,58395.0,60354.0,43755.0,46993.0
"Sainte-Famille-de-l'Île-d'Orléans, Municipalité (MÉ)",0.9118741877932204,8.670621074668528,45401.0,45815.0,28660.0,31145.0
"Sainte-Pétronille, Village (VL)",4.032973532456011,1.2604432282272944,54104.0,56286.0,48237.0,48845.0
"Shannon, Ville (V)",4.764133283414451,8.610620670922179,64104.0,67158.0,44178.0,47982.0
"Stoneham-et-Tewkesbury, Cantons unis (municipalité de) (CU)",5.125748891883554,4.6169734524026484,61591.0,64748.0,49383.0,51663.0
"Wendake, Indian reserve (IRI)",9.354291161903875,10.474614275799476,43007.0,47030.0,37462.0,41386.0
Red Deer,-4.432610815270381,3.5168405637927878,66665.0,63710.0,43704.0,45241.0
"Red Deer, City (CY)",-4.432610815270381,3.5168405637927878,66665.0,63710.0,43704.0,45241.0
Regina,1.7057535713723204,5.000726246550329,63491.0,64574.0,48193.0,50603.0
"Balgonie, Town (T)",-5.639783336508887,3.878940442817095,73478.0,69334.0,52437.0,54471.0
"Belle Plaine, Village (VL)",,,,,,
"Buena Vista, Village (VL)",-10.835206175493454,13.180862123153542,81872.0,73001.0,41363.0,46815.0
"Craven, Village (VL)",10.658061785865424,10.341889737811247,47260.0,52297.0,36386.0,40149.0
"Disley, Village (VL)",,,,,,
"Edenwold, Village (VL)",,,,,,
"Edenwold No. 158, Rural municipality (RM)",0.8369096161390411,6.14851134435765,84119.0,84823.0,53639.0,56937.0
"Grand Coulee, Town (T)",2.8726929889720587,1.2014600020277806,70004.0,72015.0,39452.0,39926.0
"Lajord No. 128, Rural municipality (RM)",0.7471406819871818,4.091911338052687,56482.0,56904.0,43085.0,44848.0
"Lumsden, Town (T)",-4.597150202623208,4.425637320672928,68847.0,65682.0,48445.0,50589.0
"Lumsden Beach, Resort village (RV)",,,,,,
"Lumsden No. 189, Rural municipality (RM)",-0.03962939681324988,2.836267605633803,73178.0,73149.0,56800.0,58411.0
"Pense, Town (T)",7.4154909003419895,8.91227493217134,58189.0,62504.0,36489.0,39741.0
"Pense No. 160, Rural municipality (RM)",3.249150518872256,10.330419130881975,54445.0,56214.0,46668.0,51489.0
"Pilot Butte, Town (T)",-1.470106878050863,2.166211371009049,70267.0,69234.0,46856.0,47871.0
"Regina, City (CY)",1.9896699584199584,5.350895679662803,61568.0,62793.0,47450.0,49989.0
"Regina Beach, Town (T)",0.06061162641197539,-98.71788425762985,54445.0,54478.0,39778.0,510.0
"Sherwood No. 159, Rural municipality (RM)",-3.9937664242498316,10.54638425425933,65452.0,62838.0,45371.0,50156.0
"White City, Town (T)",-7.407204041291456,1.1565864222717428,91060.0,84315.0,63722.0,64459.0
Rimouski,2.8056152471230895,7.0423229559515885,49793.0,51190.0,40569.0,43426.0
"Rimouski, Ville (V)",2.7673181519335364,7.034299884603108,50193.0,51582.0,40729.0,43594.0
"Saint-Anaclet-de-Lessard, Paroisse (municipalité de) (PE)",2.296162432231317,9.654056744649079,47035.0,48115.0,40180.0,44059.0
"Saint-Narcisse-de-Rimouski, Paroisse (municipalité de) (PE)",4.675170251864663,5.073191515262181,37004.0,38734.0,32859.0,34526.0
"Saint-Valérien, Paroisse (municipalité de) (PE)",4.374403990512751,8.696815627508697,40897.0,42686.0,29896.0,32496.0
Rivière-du-Loup,2.773798153454314,7.376709490261085,50256.0,51650.0,38608.0,41456.0
"Cacouna, Municipalité (MÉ)",2.4880669633592363,5.2596021518828975,43367.0,44446.0,39965.0,42067.0
"Notre-Dame-du-Portage, Municipalité (MÉ)",-0.7927227444608118,3.8779987262047984,65849.0,65327.0,42393.0,44037.0
"Rivière-du-Loup, Ville (V)",3.2145424668789153,7.082546675057689,48685.0,50250.0,38136.0,40837.0
"Saint-Antonin, Municipalité (MÉ)",5.629645588710546,10.615993218423284,46415.0,49028.0,35390.0,39147.0
"Saint-Arsène, Paroisse (municipalité de) (PE)",1.2012148134717375,6.759643916913946,44122.0,44652.0,33700.0,35978.0
"Saint-Modeste, Municipalité (MÉ)",-0.024331976641302426,3.33362498906291,45208.0,45197.0,34287.0,35430.0
Rouyn-Noranda,1.7104229409453973,7.331159294018073,61096.0,62141.0,40171.0,43116.0
"Rouyn-Noranda, Ville (V)",1.7104229409453973,7.331159294018073,61096.0,62141.0,40171.0,43116.0
Saguenay,2.2035241973262223,7.2230757005880175,55502.0,56725.0,37754.0,40481.0
"Bégin, Municipalité (MÉ)",-2.169488492764644,12.588254838441731,44711.0,43741.0,24078.0,27109.0
"Ferland-et-Boilleau, Municipalité (MÉ)",-5.6419090873497515,15.61888111888112,51082.0,48200.0,28600.0,33067.0
"Larouche, Municipalité (MÉ)",-2.2386022386022386,5.822122075684273,58608.0,57296.0,30178.0,31935.0
"Saguenay, Ville (V)",2.485867517031454,7.421638550411874,55192.0,56564.0,37997.0,40817.0
"Saint-Charles-de-Bourget, Municipalité (MÉ)",-5.014171815419751,5.713719532333707,49041.0,46582.0,30278.0,32008.0
"Saint-David-de-Falardeau, Municipalité (MÉ)",-1.519551913701898,8.443441830486625,57846.0,56967.0,31030.0,33650.0
"Saint-Fulgence, Municipalité (MÉ)",5.486499017508224,12.016153872480235,45293.0,47778.0,29219.0,32730.0
"Saint-Félix-d'Otis, Municipalité (MÉ)",5.534639943896948,5.143120632781187,54186.0,57185.0,28193.0,29643.0
"Saint-Honoré, Ville (V)",3.070885541320569,7.042481020836698,56824.0,58569.0,37146.0,39762.0
"Sainte-Rose-du-Nord, Paroisse (municipalité de) (PE)",16.476372756071804,6.619563726162711,30304.0,35297.0,29156.0,31086.0
Saint John,1.479205881308378,5.664907585723933,56314.0,57147.0,39983.0,42248.0
"Grand Bay-Westfield, Town (TV)",-0.34719482364081117,1.9034388632984816,63365.0,63145.0,41031.0,41812.0
"Greenwich, Parish (P)",-7.530247017308016,2.088191647233411,47608.0,44023.0,28302.0,28893.0
"Hampton, Parish (P)",-1.775432750161992,8.009801252382248,54015.0,53056.0,36730.0,39672.0
"Hampton, Town (TV)",1.8866574867218655,4.765287997970058,55919.0,56974.0,39410.0,41288.0
"Kingston, Parish (P)",0.8847249528547927,9.40739682993003,49846.0,50287.0,35015.0,38309.0
"Lepreau, Parish (P)",-16.6608324290265,8.500289214912973,57134.0,47615.0,38034.0,41267.0
"Musquash, Parish (P)",-3.1813302735314806,5.345840223527399,54034.0,52315.0,35074.0,36949.0
"Norton, Parish (P)",8.202304956942719,11.771223724947042,46682.0,50511.0,30685.0,34297.0
"Petersville, Parish (P)",7.3841901330240125,9.575264790841981,40519.0,43511.0,28041.0,30726.0
"Quispamsis, Town (TV)",2.9592314256613537,2.857383327020999,72654.0,74804.0,47526.0,48884.0
"Rothesay, Parish (P)",9.63531669865643,11.376399271077393,46890.0,51408.0,26889.0,29948.0
"Rothesay, Town (TV)",-3.6367247135924137,-4.020911188711226,80567.0,77637.0,48969.0,47000.0
"Saint John, City (C)",4.231161669886894,8.550601982036092,46063.0,48012.0,36629.0,39761.0
"Saint Martins, Parish (P)",-5.926415008424025,4.998776523228581,43922.0,41319.0,28607.0,30037.0
"Simonds, Parish (P)",-4.518172724241413,5.131907469241645,53982.0,51543.0,33243.0,34949.0
"St. Martins, Village (VL)",,,,,,
"Upham, Parish (P)",5.5885821560085684,3.863927200341248,41549.0,43871.0,28132.0,29219.0
"Westfield, Parish (P)",3.4959767792188705,10.032969359668492,54434.0,56337.0,33061.0,36378.0
Saint-Georges,3.581947152279421,8.358049432197728,48214.0,49941.0,37425.0,40553.0
"Saint-Georges, Ville (V)",3.30815208367923,8.323274590273865,48184.0,49778.0,37281.0,40384.0
"Saint-Philibert, Municipalité (MÉ)",7.047078112191123,12.222545666254275,34156.0,36563.0,27482.0,30841.0
"Saint-René, Paroisse (municipalité de) (PE)",3.4512932174762416,7.847933005449953,49141.0,50837.0,37615.0,40567.0
"Saint-Simon-les-Mines, Municipalité (MÉ)",9.064319639359217,14.067484123964766,37267.0,40645.0,34171.0,38978.0
Saint-Hyacinthe,4.436213820512287,8.513163573586533,48059.0,50191.0,37072.0,40228.0
"Saint-Dominique, Municipalité (MÉ)",3.984960894304039,2.3622671422909236,49737.0,51719.0,37845.0,38739.0
"Saint-Hyacinthe, Ville (V)",4.335828072082619,8.909819205369708,47834.0,49908.0,36948.0,40240.0
Sainte-Agathe-des-Monts,4.653790621272678,8.388664425168818,47789.0,50013.0,35393.0,38362.0
"Sainte-Agathe-des-Monts, Ville (V)",6.385238284879861,9.342682890898912,45198.0,48084.0,33941.0,37112.0
"Val-David, Village (VL)",5.865572814725357,7.69880174291939,48026.0,50843.0,36720.0,39547.0
"Val-Morin, Municipalité (MÉ)",0.9100013062219707,9.88234598557408,45934.0,46352.0,33828.0,37171.0
Sainte-Marie,4.017372421281216,5.848124071774645,51576.0,53648.0,41073.0,43475.0
"Sainte-Marie, Ville (V)",4.017372421281216,5.848124071774645,51576.0,53648.0,41073.0,43475.0
Salaberry-de-Valleyfield,4.871773061710543,9.23756204548078,47026.0,49317.0,34652.0,37853.0
"Salaberry-de-Valleyfield, Ville (V)",4.871773061710543,9.23756204548078,47026.0,49317.0,34652.0,37853.0
Salmon Arm,-0.9242210910141161,6.025262026337006,55398.0,54886.0,37210.0,39452.0
"Salmon Arm, City (CY)",-1.1348560364301339,6.0623108039326,55778.0,55145.0,37329.0,39592.0
"Switsemalph, Indian reserve (IRI)",,,,,,
"Switsemalph 3, Indian reserve (IRI)",,,,,,
